Year,Country,Region,Happiness Rank,Happiness Score,Economy (GDP per Capita)
2017,Paraguay,Latin America and Caribbean,70,5.49300003051758,0.932537317276001
2017,"Hong Kong S.A.R., China",,71,5.47200012207031,1.55167484283447
2017,Philippines,Southeastern Asia,72,5.42999982833862,0.85769921541214
2017,Serbia,Central and Eastern Europe,73,5.39499998092651,1.06931757926941
2017,Jordan,Middle East and Northern Africa,74,5.33599996566772,0.991012394428253
2017,Hungary,Central and Eastern Europe,75,5.32399988174438,1.2860119342804
2017,Jamaica,Latin America and Caribbean,76,5.31099987030029,0.925579309463501
2017,Croatia,Central and Eastern Europe,77,5.29300022125244,1.22255623340607
2017,Kosovo,Central and Eastern Europe,78,5.27899980545044,0.951484382152557
2017,China,Eastern Asia,79,5.27299976348877,1.08116579055786
2017,Pakistan,Southern Asia,80,5.26900005340576,0.72688353061676
2017,Indonesia,Southeastern Asia,81,5.26200008392334,0.995538592338562
2017,Venezuela,Latin America and Caribbean,82,5.25,1.12843120098114
2017,Montenegro,Central and Eastern Europe,83,5.23699998855591,1.12112903594971
2017,Morocco,Middle East and Northern Africa,84,5.2350001335144,0.878114581108093
2017,Azerbaijan,Central and Eastern Europe,85,5.23400020599365,1.15360176563263
2017,Dominican Republic,Latin America and Caribbean,86,5.23000001907349,1.07937383651733
2017,Greece,Western Europe,87,5.22700023651123,1.28948748111725
2017,Lebanon,Middle East and Northern Africa,88,5.22499990463257,1.07498753070831
2017,Portugal,Western Europe,89,5.19500017166138,1.3151752948761
2017,Bosnia and Herzegovina,Central and Eastern Europe,90,5.18200016021729,0.982409417629242
2017,Honduras,Latin America and Caribbean,91,5.18100023269653,0.730573117733002
2017,Macedonia,Central and Eastern Europe,92,5.17500019073486,1.06457793712616
2017,Somalia,,93,5.15100002288818,0.0226431842893362
2017,Vietnam,Southeastern Asia,94,5.07399988174438,0.788547575473785
2017,Nigeria,Sub-Saharan Africa,95,5.07399988174438,0.783756256103516
2017,Tajikistan,Central and Eastern Europe,96,5.04099988937378,0.524713635444641
2017,Bhutan,Southern Asia,97,5.01100015640259,0.885416388511658
2017,Kyrgyzstan,Central and Eastern Europe,98,5.00400018692017,0.596220076084137
2017,Nepal,Southern Asia,99,4.96199989318848,0.479820191860199
2017,Mongolia,Eastern Asia,100,4.95499992370605,1.02723586559296
2017,South Africa,Sub-Saharan Africa,101,4.8289999961853,1.05469870567322
2017,Tunisia,Middle East and Northern Africa,102,4.80499982833862,1.00726580619812
2017,Palestinian Territories,Middle East and Northern Africa,103,4.77500009536743,0.716249227523804
2017,Egypt,Middle East and Northern Africa,104,4.7350001335144,0.989701807498932
2017,Bulgaria,Central and Eastern Europe,105,4.71400022506714,1.1614590883255
2017,Sierra Leone,Sub-Saharan Africa,106,4.70900011062622,0.36842092871666
2017,Cameroon,Sub-Saharan Africa,107,4.69500017166138,0.564305365085602
2017,Iran,Middle East and Northern Africa,108,4.69199991226196,1.15687310695648
2017,Albania,Central and Eastern Europe,109,4.64400005340576,0.996192753314972
2017,Bangladesh,Southern Asia,110,4.60799980163574,0.586682975292206
2017,Namibia,,111,4.57399988174438,0.964434325695038
2017,Kenya,Sub-Saharan Africa,112,4.55299997329712,0.560479462146759
2017,Mozambique,Sub-Saharan Africa,113,4.55000019073486,0.234305649995804
2017,Myanmar,Southeastern Asia,114,4.54500007629395,0.367110550403595
2017,Senegal,Sub-Saharan Africa,115,4.53499984741211,0.479309022426605
2017,Zambia,Sub-Saharan Africa,116,4.51399993896484,0.636406779289246
2017,Iraq,Middle East and Northern Africa,117,4.49700021743774,1.10271048545837
2017,Gabon,Sub-Saharan Africa,118,4.46500015258789,1.1982102394104
2017,Ethiopia,Sub-Saharan Africa,119,4.46000003814697,0.339233845472336
2017,Sri Lanka,Southern Asia,120,4.44000005722046,1.00985014438629
2017,Armenia,Central and Eastern Europe,121,4.37599992752075,0.900596737861633
2017,India,Southern Asia,122,4.31500005722046,0.792221248149872
2017,Mauritania,Sub-Saharan Africa,123,4.29199981689453,0.648457288742065
2017,Congo (Brazzaville),Sub-Saharan Africa,124,4.29099988937378,0.808964252471924
2017,Georgia,Central and Eastern Europe,125,4.28599977493286,0.950612664222717
2017,Congo (Kinshasa),Sub-Saharan Africa,126,4.28000020980835,0.0921023488044739
2017,Mali,Sub-Saharan Africa,127,4.19000005722046,0.476180493831635
2017,Ivory Coast,Sub-Saharan Africa,128,4.17999982833862,0.603048920631409
2017,Cambodia,Southeastern Asia,129,4.16800022125244,0.601765096187592
2017,Sudan,Sub-Saharan Africa,130,4.13899993896484,0.65951669216156
2017,Ghana,Sub-Saharan Africa,131,4.11999988555908,0.667224824428558
2017,Ukraine,Central and Eastern Europe,132,4.09600019454956,0.89465194940567
2017,Uganda,Sub-Saharan Africa,133,4.08099985122681,0.381430715322495
2017,Burkina Faso,Sub-Saharan Africa,134,4.03200006484985,0.3502277135849
2017,Niger,Sub-Saharan Africa,135,4.02799987792969,0.161925330758095
2017,Malawi,Sub-Saharan Africa,136,3.97000002861023,0.233442038297653
2017,Chad,Sub-Saharan Africa,137,3.93600010871887,0.438012987375259
2017,Zimbabwe,Sub-Saharan Africa,138,3.875,0.375846534967422
2017,Lesotho,Sub-Saharan Africa,139,3.80800008773804,0.521021246910095
2017,Angola,Sub-Saharan Africa,140,3.79500007629395,0.858428180217743
2017,Afghanistan,Southern Asia,141,3.79399991035461,0.401477217674255
2017,Botswana,Sub-Saharan Africa,142,3.76600003242493,1.12209415435791
2017,Benin,Sub-Saharan Africa,143,3.65700006484985,0.431085407733917
2017,Madagascar,Sub-Saharan Africa,144,3.64400005340576,0.305808693170547
2017,Haiti,Latin America and Caribbean,145,3.6029999256134,0.368610262870789
2017,Yemen,Middle East and Northern Africa,146,3.59299993515015,0.591683447360992
2017,South Sudan,,147,3.59100008010864,0.39724862575531
2017,Liberia,Sub-Saharan Africa,148,3.53299999237061,0.119041793048382
2017,Guinea,Sub-Saharan Africa,149,3.50699996948242,0.244549930095673
2017,Togo,Sub-Saharan Africa,150,3.49499988555908,0.305444717407227
2017,Rwanda,Sub-Saharan Africa,151,3.47099995613098,0.368745893239975
2017,Syria,Middle East and Northern Africa,152,3.46199989318848,0.777153134346008
2017,Tanzania,Sub-Saharan Africa,153,3.34899997711182,0.511135876178741
2017,Burundi,Sub-Saharan Africa,154,2.90499997138977,0.091622568666935
2017,Central African Republic,Sub-Saharan Africa,155,2.69300007820129,0.0
2018,Finland,Western Europe,1,7.632,1.305
2018,Norway,Western Europe,2,7.594,1.456
2018,Denmark,Western Europe,3,7.555,1.351
2018,Iceland,Western Europe,4,7.495,1.343
2018,Switzerland,Western Europe,5,7.487,1.42
2018,Netherlands,Western Europe,6,7.441,1.361
2018,Canada,North America,7,7.328,1.33
2018,New Zealand,Australia and New Zealand,8,7.324,1.268
2018,Sweden,Western Europe,9,7.314,1.355
2018,Australia,Australia and New Zealand,10,7.272,1.34
2018,United Kingdom,Western Europe,11,7.19,1.244
2018,Austria,Western Europe,12,7.139,1.341
2018,Costa Rica,Latin America and Caribbean,13,7.072,1.01
2018,Ireland,Western Europe,14,6.977,1.448
2018,Germany,Western Europe,15,6.965,1.34
2018,Belgium,Western Europe,16,6.927,1.324
2018,Luxembourg,Western Europe,17,6.91,1.576
2018,United States,North America,18,6.886,1.398
2018,Israel,Middle East and Northern Africa,19,6.814,1.301
2018,United Arab Emirates,Middle East and Northern Africa,20,6.774,2.096
2018,Czech Republic,Central and Eastern Europe,21,6.711,1.233
2018,Malta,Western Europe,22,6.627,1.27
2018,France,Western Europe,23,6.489,1.293
2018,Mexico,Latin America and Caribbean,24,6.488,1.038
2018,Chile,Latin America and Caribbean,25,6.476,1.131
2018,Taiwan,Eastern Asia,26,6.441,1.365
2018,Panama,Latin America and Caribbean,27,6.43,1.112
2018,Brazil,Latin America and Caribbean,28,6.419,0.986
2018,Argentina,Latin America and Caribbean,29,6.388,1.073
2018,Guatemala,Latin America and Caribbean,30,6.382,0.781
2018,Uruguay,Latin America and Caribbean,31,6.379,1.093
2018,Qatar,Middle East and Northern Africa,32,6.374,1.649
2018,Saudi Arabia,Middle East and Northern Africa,33,6.371,1.379
2018,Singapore,Southeastern Asia,34,6.343,1.529
2018,Malaysia,Southeastern Asia,35,6.322,1.161
2018,Spain,Western Europe,36,6.31,1.251
2018,Colombia,Latin America and Caribbean,37,6.26,0.96
2018,Trinidad & Tobago,,38,6.192,1.223
2018,Slovakia,Central and Eastern Europe,39,6.173,1.21
2018,El Salvador,Latin America and Caribbean,40,6.167,0.806
2018,Nicaragua,Latin America and Caribbean,41,6.141,0.668
2018,Poland,Central and Eastern Europe,42,6.123,1.176
2018,Bahrain,Middle East and Northern Africa,43,6.105,1.338
2018,Uzbekistan,Central and Eastern Europe,44,6.096,0.719
2018,Kuwait,Middle East and Northern Africa,45,6.083,1.474
2018,Thailand,Southeastern Asia,46,6.072,1.016
2018,Italy,Western Europe,47,6.0,1.264
2018,Ecuador,Latin America and Caribbean,48,5.973,0.889
2018,Belize,,49,5.956,0.807
2018,Lithuania,Central and Eastern Europe,50,5.952,1.197
2018,Slovenia,Central and Eastern Europe,51,5.948,1.219
2018,Romania,Central and Eastern Europe,52,5.945,1.116
2018,Latvia,Central and Eastern Europe,53,5.933,1.148
2018,Japan,Eastern Asia,54,5.915,1.294
2018,Mauritius,Sub-Saharan Africa,55,5.891,1.09
2018,Jamaica,Latin America and Caribbean,56,5.89,0.819
2018,South Korea,Eastern Asia,57,5.875,1.266
2018,Northern Cyprus,,58,5.835,1.229
2018,Russia,Central and Eastern Europe,59,5.81,1.151
2018,Kazakhstan,Central and Eastern Europe,60,5.79,1.143
2018,Cyprus,Western Europe,61,5.762,1.229
2018,Bolivia,Latin America and Caribbean,62,5.752,0.751
2018,Estonia,Central and Eastern Europe,63,5.739,1.2
2018,Paraguay,Latin America and Caribbean,64,5.681,0.835
2018,Peru,Latin America and Caribbean,65,5.663,0.934
2018,Kosovo,Central and Eastern Europe,66,5.662,0.855
2018,Moldova,Central and Eastern Europe,67,5.64,0.657
2018,Turkmenistan,Central and Eastern Europe,68,5.636,1.016
2018,Hungary,Central and Eastern Europe,69,5.62,1.171
2018,Libya,Middle East and Northern Africa,70,5.566,0.985
2018,Philippines,Southeastern Asia,71,5.524,0.775
2018,Honduras,Latin America and Caribbean,72,5.504,0.62
2018,Belarus,Central and Eastern Europe,73,5.483,1.039
2018,Turkey,Middle East and Northern Africa,74,5.483,1.148
2018,Pakistan,Southern Asia,75,5.472,0.652
2018,Hong Kong,Eastern Asia,76,5.43,1.405
2018,Portugal,Western Europe,77,5.41,1.188
2018,Serbia,Central and Eastern Europe,78,5.398,0.975
2018,Greece,Western Europe,79,5.358,1.154
2018,Lebanon,Middle East and Northern Africa,80,5.358,0.965
2018,Montenegro,Central and Eastern Europe,81,5.347,1.017
2018,Croatia,Central and Eastern Europe,82,5.321,1.115
2018,Dominican Republic,Latin America and Caribbean,83,5.302,0.982
2018,Algeria,Middle East and Northern Africa,84,5.295,0.979
2018,Morocco,Middle East and Northern Africa,85,5.254,0.779
2018,China,Eastern Asia,86,5.246,0.989
2018,Azerbaijan,Central and Eastern Europe,87,5.201,1.024
2018,Tajikistan,Central and Eastern Europe,88,5.199,0.474
2018,Macedonia,Central and Eastern Europe,89,5.185,0.959
2018,Jordan,Middle East and Northern Africa,90,5.161,0.822
2018,Nigeria,Sub-Saharan Africa,91,5.155,0.689
2018,Kyrgyzstan,Central and Eastern Europe,92,5.131,0.53
2018,Bosnia and Herzegovina,Central and Eastern Europe,93,5.129,0.915
2018,Mongolia,Eastern Asia,94,5.125,0.914
2018,Vietnam,Southeastern Asia,95,5.103,0.715
2018,Indonesia,Southeastern Asia,96,5.093,0.899
2018,Bhutan,Southern Asia,97,5.082,0.796
2018,Somalia,,98,4.982,0.0
2018,Cameroon,Sub-Saharan Africa,99,4.975,0.535
2018,Bulgaria,Central and Eastern Europe,100,4.933,1.054
2018,Nepal,Southern Asia,101,4.88,0.425
2018,Venezuela,Latin America and Caribbean,102,4.806,0.996
2018,Gabon,Sub-Saharan Africa,103,4.758,1.036
2018,Palestinian Territories,Middle East and Northern Africa,104,4.743,0.642
2018,South Africa,Sub-Saharan Africa,105,4.724,0.94
2018,Iran,Middle East and Northern Africa,106,4.707,1.059
2018,Ivory Coast,Sub-Saharan Africa,107,4.671,0.541
2018,Ghana,Sub-Saharan Africa,108,4.657,0.592
2018,Senegal,Sub-Saharan Africa,109,4.631,0.429
2018,Laos,Southeastern Asia,110,4.623,0.72
2018,Tunisia,Middle East and Northern Africa,111,4.592,0.9
2018,Albania,Central and Eastern Europe,112,4.586,0.916
2018,Sierra Leone,Sub-Saharan Africa,113,4.571,0.256
2018,Congo (Brazzaville),Sub-Saharan Africa,114,4.559,0.682
2018,Bangladesh,Southern Asia,115,4.5,0.532
2018,Sri Lanka,Southern Asia,116,4.471,0.918
2018,Iraq,Middle East and Northern Africa,117,4.456,1.01
2018,Mali,Sub-Saharan Africa,118,4.447,0.37
2018,Namibia,,119,4.441,0.874
2018,Cambodia,Southeastern Asia,120,4.433,0.549
2018,Burkina Faso,Sub-Saharan Africa,121,4.424,0.314
2018,Egypt,Middle East and Northern Africa,122,4.419,0.885
2018,Mozambique,Sub-Saharan Africa,123,4.417,0.198
2018,Kenya,Sub-Saharan Africa,124,4.41,0.493
2018,Zambia,Sub-Saharan Africa,125,4.377,0.562
2018,Mauritania,Sub-Saharan Africa,126,4.356,0.557
2018,Ethiopia,Sub-Saharan Africa,127,4.35,0.308
2018,Georgia,Central and Eastern Europe,128,4.34,0.853
2018,Armenia,Central and Eastern Europe,129,4.321,0.816
2018,Myanmar,Southeastern Asia,130,4.308,0.682
2018,Chad,Sub-Saharan Africa,131,4.301,0.358
2018,Congo (Kinshasa),Sub-Saharan Africa,132,4.245,0.069
2018,India,Southern Asia,133,4.19,0.721
2018,Niger,Sub-Saharan Africa,134,4.166,0.131
2018,Uganda,Sub-Saharan Africa,135,4.161,0.322
2018,Benin,Sub-Saharan Africa,136,4.141,0.378
2018,Sudan,Sub-Saharan Africa,137,4.139,0.605
2018,Ukraine,Central and Eastern Europe,138,4.103,0.793
2018,Togo,Sub-Saharan Africa,139,3.999,0.259
2018,Guinea,Sub-Saharan Africa,140,3.964,0.344
2018,Lesotho,Sub-Saharan Africa,141,3.808,0.472
2018,Angola,Sub-Saharan Africa,142,3.795,0.73
2018,Madagascar,Sub-Saharan Africa,143,3.774,0.262
2018,Zimbabwe,Sub-Saharan Africa,144,3.692,0.357
2018,Afghanistan,Southern Asia,145,3.632,0.332
2018,Botswana,Sub-Saharan Africa,146,3.59,1.017
2018,Malawi,Sub-Saharan Africa,147,3.587,0.186
2018,Haiti,Latin America and Caribbean,148,3.582,0.315
2018,Liberia,Sub-Saharan Africa,149,3.495,0.076
2018,Syria,Middle East and Northern Africa,150,3.462,0.689
2018,Rwanda,Sub-Saharan Africa,151,3.408,0.332
2018,Yemen,Middle East and Northern Africa,152,3.355,0.442
2018,Tanzania,Sub-Saharan Africa,153,3.303,0.455
2018,South Sudan,,154,3.254,0.337
2018,Central African Republic,Sub-Saharan Africa,155,3.083,0.024
2018,Burundi,Sub-Saharan Africa,156,2.905,0.091
2019,Finland,Western Europe,1,7.769,1.34
2019,Denmark,Western Europe,2,7.6,1.383
2019,Norway,Western Europe,3,7.554,1.488
2019,Iceland,Western Europe,4,7.494,1.38
2019,Netherlands,Western Europe,5,7.488,1.396
2019,Switzerland,Western Europe,6,7.48,1.452
2019,Sweden,Western Europe,7,7.343,1.387
2019,New Zealand,Australia and New Zealand,8,7.307,1.303
2019,Canada,North America,9,7.278,1.365
2019,Austria,Western Europe,10,7.246,1.376
2019,Australia,Australia and New Zealand,11,7.228,1.372
2019,Costa Rica,Latin America and Caribbean,12,7.167,1.034
2019,Israel,Middle East and Northern Africa,13,7.139,1.276
2019,Luxembourg,Western Europe,14,7.09,1.609
2019,United Kingdom,Western Europe,15,7.054,1.333
2019,Ireland,Western Europe,16,7.021,1.499
2019,Germany,Western Europe,17,6.985,1.373
2019,Belgium,Western Europe,18,6.923,1.356
2019,United States,North America,19,6.892,1.433
2019,Czech Republic,Central and Eastern Europe,20,6.852,1.269
2019,United Arab Emirates,Middle East and Northern Africa,21,6.825,1.503
2019,Malta,Western Europe,22,6.726,1.3
2019,Mexico,Latin America and Caribbean,23,6.595,1.07
2019,France,Western Europe,24,6.592,1.324
2019,Taiwan,Eastern Asia,25,6.446,1.368
2019,Chile,Latin America and Caribbean,26,6.444,1.159
2019,Guatemala,Latin America and Caribbean,27,6.436,0.8
2019,Saudi Arabia,Middle East and Northern Africa,28,6.375,1.403
2019,Qatar,Middle East and Northern Africa,29,6.374,1.684
2019,Spain,Western Europe,30,6.354,1.286
2019,Panama,Latin America and Caribbean,31,6.321,1.149
2019,Brazil,Latin America and Caribbean,32,6.3,1.004
2019,Uruguay,Latin America and Caribbean,33,6.293,1.124
2019,Singapore,Southeastern Asia,34,6.262,1.572
2019,El Salvador,Latin America and Caribbean,35,6.253,0.794
2019,Italy,Western Europe,36,6.223,1.294
2019,Bahrain,Middle East and Northern Africa,37,6.199,1.362
2019,Slovakia,Central and Eastern Europe,38,6.198,1.246
2019,Trinidad & Tobago,,39,6.192,1.231
2019,Poland,Central and Eastern Europe,40,6.182,1.206
2019,Uzbekistan,Central and Eastern Europe,41,6.174,0.745
2019,Lithuania,Central and Eastern Europe,42,6.149,1.238
2019,Colombia,Latin America and Caribbean,43,6.125,0.985
2019,Slovenia,Central and Eastern Europe,44,6.118,1.258
2019,Nicaragua,Latin America and Caribbean,45,6.105,0.694
2019,Kosovo,Central and Eastern Europe,46,6.1,0.882
2019,Argentina,Latin America and Caribbean,47,6.086,1.092
2019,Romania,Central and Eastern Europe,48,6.07,1.162
2019,Cyprus,Western Europe,49,6.046,1.263
2019,Ecuador,Latin America and Caribbean,50,6.028,0.912
2019,Kuwait,Middle East and Northern Africa,51,6.021,1.5
2019,Thailand,Southeastern Asia,52,6.008,1.05
2019,Latvia,Central and Eastern Europe,53,5.94,1.187
2019,South Korea,Eastern Asia,54,5.895,1.301
2019,Estonia,Central and Eastern Europe,55,5.893,1.237
2019,Jamaica,Latin America and Caribbean,56,5.89,0.831
2019,Mauritius,Sub-Saharan Africa,57,5.888,1.12
2019,Japan,Eastern Asia,58,5.886,1.327
2019,Honduras,Latin America and Caribbean,59,5.86,0.642
2019,Kazakhstan,Central and Eastern Europe,60,5.809,1.173
2019,Bolivia,Latin America and Caribbean,61,5.779,0.776
2019,Hungary,Central and Eastern Europe,62,5.758,1.201
2019,Paraguay,Latin America and Caribbean,63,5.743,0.855
2019,Northern Cyprus,,64,5.718,1.263
2019,Peru,Latin America and Caribbean,65,5.697,0.96
2019,Portugal,Western Europe,66,5.693,1.221
2019,Pakistan,Southern Asia,67,5.653,0.677
2019,Russia,Central and Eastern Europe,68,5.648,1.183
2019,Philippines,Southeastern Asia,69,5.631,0.807
2019,Serbia,Central and Eastern Europe,70,5.603,1.004
2019,Moldova,Central and Eastern Europe,71,5.529,0.685
2019,Libya,Middle East and Northern Africa,72,5.525,1.044
2019,Montenegro,Central and Eastern Europe,73,5.523,1.051
2019,Tajikistan,Central and Eastern Europe,74,5.467,0.493
2019,Croatia,Central and Eastern Europe,75,5.432,1.155
2019,Hong Kong,Eastern Asia,76,5.43,1.438
2019,Dominican Republic,Latin America and Caribbean,77,5.425,1.015
2019,Bosnia and Herzegovina,Central and Eastern Europe,78,5.386,0.945
2019,Turkey,Middle East and Northern Africa,79,5.373,1.183
2019,Malaysia,Southeastern Asia,80,5.339,1.221
2019,Belarus,Central and Eastern Europe,81,5.323,1.067
2019,Greece,Western Europe,82,5.287,1.181
2019,Mongolia,Eastern Asia,83,5.285,0.948
2019,North Macedonia,,84,5.274,0.983
2019,Nigeria,Sub-Saharan Africa,85,5.265,0.696
2019,Kyrgyzstan,Central and Eastern Europe,86,5.261,0.551
2019,Turkmenistan,Central and Eastern Europe,87,5.247,1.052
2019,Algeria,Middle East and Northern Africa,88,5.211,1.002
2019,Morocco,Middle East and Northern Africa,89,5.208,0.801
2019,Azerbaijan,Central and Eastern Europe,90,5.208,1.043
2019,Lebanon,Middle East and Northern Africa,91,5.197,0.987
2019,Indonesia,Southeastern Asia,92,5.192,0.931
2019,China,Eastern Asia,93,5.191,1.029
2019,Vietnam,Southeastern Asia,94,5.175,0.741
2019,Bhutan,Southern Asia,95,5.082,0.813
2019,Cameroon,Sub-Saharan Africa,96,5.044,0.549
2019,Bulgaria,Central and Eastern Europe,97,5.011,1.092
2019,Ghana,Sub-Saharan Africa,98,4.996,0.611
2019,Ivory Coast,Sub-Saharan Africa,99,4.944,0.569
2019,Nepal,Southern Asia,100,4.913,0.446
2019,Jordan,Middle East and Northern Africa,101,4.906,0.837
2019,Benin,Sub-Saharan Africa,102,4.883,0.393
2019,Congo (Brazzaville),Sub-Saharan Africa,103,4.812,0.673
2019,Gabon,Sub-Saharan Africa,104,4.799,1.057
2019,Laos,Southeastern Asia,105,4.796,0.764
2019,South Africa,Sub-Saharan Africa,106,4.722,0.96
2019,Albania,Central and Eastern Europe,107,4.719,0.947
2019,Venezuela,Latin America and Caribbean,108,4.707,0.96
2019,Cambodia,Southeastern Asia,109,4.7,0.574
2019,Palestinian Territories,Middle East and Northern Africa,110,4.696,0.657
2019,Senegal,Sub-Saharan Africa,111,4.681,0.45
2019,Somalia,,112,4.668,0.0
2019,Namibia,,113,4.639,0.879
2019,Niger,Sub-Saharan Africa,114,4.628,0.138
2019,Burkina Faso,Sub-Saharan Africa,115,4.587,0.331
2019,Armenia,Central and Eastern Europe,116,4.559,0.85
2019,Iran,Middle East and Northern Africa,117,4.548,1.1
2019,Guinea,Sub-Saharan Africa,118,4.534,0.38
2019,Georgia,Central and Eastern Europe,119,4.519,0.886
2019,Gambia,,120,4.516,0.308
2019,Kenya,Sub-Saharan Africa,121,4.509,0.512
2019,Mauritania,Sub-Saharan Africa,122,4.49,0.57
2019,Mozambique,Sub-Saharan Africa,123,4.466,0.204
2019,Tunisia,Middle East and Northern Africa,124,4.461,0.921
2019,Bangladesh,Southern Asia,125,4.456,0.562
2019,Iraq,Middle East and Northern Africa,126,4.437,1.043
2019,Congo (Kinshasa),Sub-Saharan Africa,127,4.418,0.094
2019,Mali,Sub-Saharan Africa,128,4.39,0.385
2019,Sierra Leone,Sub-Saharan Africa,129,4.374,0.268
2019,Sri Lanka,Southern Asia,130,4.366,0.949
2019,Myanmar,Southeastern Asia,131,4.36,0.71
2019,Chad,Sub-Saharan Africa,132,4.35,0.35
2019,Ukraine,Central and Eastern Europe,133,4.332,0.82
2019,Ethiopia,Sub-Saharan Africa,134,4.286,0.336
2019,Swaziland,Sub-Saharan Africa,135,4.212,0.811
2019,Uganda,Sub-Saharan Africa,136,4.189,0.332
2019,Egypt,Middle East and Northern Africa,137,4.166,0.913
2019,Zambia,Sub-Saharan Africa,138,4.107,0.578
2019,Togo,Sub-Saharan Africa,139,4.085,0.275
2019,India,Southern Asia,140,4.015,0.755
2019,Liberia,Sub-Saharan Africa,141,3.975,0.073
2019,Comoros,Sub-Saharan Africa,142,3.973,0.274
2019,Madagascar,Sub-Saharan Africa,143,3.933,0.274
2019,Lesotho,Sub-Saharan Africa,144,3.802,0.489
2019,Burundi,Sub-Saharan Africa,145,3.775,0.046
2019,Zimbabwe,Sub-Saharan Africa,146,3.663,0.366
2019,Haiti,Latin America and Caribbean,147,3.597,0.323
2019,Botswana,Sub-Saharan Africa,148,3.488,1.041
2019,Syria,Middle East and Northern Africa,149,3.462,0.619
2019,Malawi,Sub-Saharan Africa,150,3.41,0.191
2019,Yemen,Middle East and Northern Africa,151,3.38,0.287
2019,Rwanda,Sub-Saharan Africa,152,3.334,0.359
2019,Tanzania,Sub-Saharan Africa,153,3.231,0.476
2019,Afghanistan,Southern Asia,154,3.203,0.35
2019,Central African Republic,Sub-Saharan Africa,155,3.083,0.026
2019,South Sudan,,156,2.853,0.306
